tradition,reference,original_text,translation
Gita,5.1,"अर्जुन उवाच |
संन्यासं कर्मणां कृष्ण पुनर्योगं च शंससि |
यच्छ्रेय एतयोरेकं तन्मे ब्रूहि सुनिश्चितम् ||५-१||","Arjuna said: O Kṛṣṇa, first of all You ask me to renounce work, and then again You recommend work with devotion. Now will You kindly tell me definitely which of the two is more beneficial?"
Gita,5.2,"श्रीभगवानुवाच |
संन्यासः कर्मयोगश्च निःश्रेयसकरावुभौ |
तयोस्तु कर्मसंन्यासात्कर्मयोगो विशिष्यते ||५-२||","The Personality of Godhead replied: The renunciation of work and work in devotion are both good for liberation. But, of the two, work in devotional service is better than renunciation of work."
Gita,5.3,"ज्ञेयः स नित्यसंन्यासी यो न द्वेष्टि न काङ्क्षति |
निर्द्वन्द्वो हि महाबाहो सुखं बन्धात्प्रमुच्यते ||५-३||","One who neither hates nor desires the fruits of his activities is known to be always renounced. Such a person, free from all dualities, easily overcomes material bondage and is completely liberated, O mighty-armed Arjuna."
Gita,5.4,"साङ्ख्ययोगौ पृथग्बालाः प्रवदन्ति न पण्डिताः |
एकमप्यास्थितः सम्यगुभयोर्विन्दते फलम् ||५-४||",Only the ignorant speak of devotional service [karma-yoga] as being different from the analytical study of the material world [Sāṅkhya]. Those who are actually learned say that he who applies himself well to one of these paths achieves the results of both.
Gita,5.5,"यत्साङ्ख्यैः प्राप्यते स्थानं तद्योगैरपि गम्यते |
एकं साङ्ख्यं च योगं च यः पश्यति स पश्यति ||५-५||","One who knows that the position reached by means of analytical study can also be attained by devotional service, and who therefore sees analytical study and devotional service to be on the same level, sees things as they are."
Gita,5.6,"संन्यासस्तु महाबाहो दुःखमाप्तुमयोगतः |
योगयुक्तो मुनिर्ब्रह्म नचिरेणाधिगच्छति ||५-६||",Merely renouncing all activities yet not engaging in the devotional service of the Lord cannot make one happy. But a thoughtful person engaged in devotional service can achieve the Supreme without delay.
Gita,5.7,"योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रियः |
सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते ||५-७||","One who works in devotion, who is a pure soul, and who controls his mind and senses is dear to everyone, and everyone is dear to him. Though always working, such a man is never entangled."
Gita,5.8,"नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् |
पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् ||५-८||","A person in the divine consciousness, although engaged in seeing, hearing, touching, smelling, eating, moving about, sleeping, and breathing, always knows within himself that he actually does nothing at all."
Gita,5.9,"प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि |
इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् ||५-९||","Because while speaking, evacuating, receiving, opening or closing his eyes, he always knows that only the material senses are engaged with their objects and that he is aloof from them."
Gita,5.10,"ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति यः |
लिप्यते न स पापेन पद्मपत्रमिवाम्भसा ||५-१०||","One who performs his duty without attachment, surrendering the results unto the Supreme Lord, is unaffected by sinful action, as the lotus leaf is untouched by water."
Gita,5.11,"कायेन मनसा बुद्ध्या केवलैरिन्द्रियैरपि |
योगिनः कर्म कुर्वन्ति सङ्गं त्यक्त्वात्मशुद्धये ||५-११||","The yogīs, abandoning attachment, act with body, mind, intelligence and even with the senses, only for the purpose of purification."
Gita,5.12,"युक्तः कर्मफलं त्यक्त्वा शान्तिमाप्नोति नैष्ठिकीम् |
अयुक्तः कामकारेण फले सक्तो निबध्यते ||५-१२||","The steadily devoted soul attains unadulterated peace because he offers the result of all activities to Me; whereas a person who is not in union with the Divine, who is greedy for the fruits of his labor, becomes entangled."
Gita,5.13,"सर्वकर्माणि मनसा संन्यस्यास्ते सुखं वशी |
नवद्वारे पुरे देही नैव कुर्वन्न कारयन् ||५-१३||","When the embodied living being controls his nature and mentally renounces all actions, he resides happily in the city of nine gates [the material body], neither working nor causing work to be done."
Gita,5.14,"न कर्तृत्वं न कर्माणि लोकस्य सृजति प्रभुः |
न कर्मफलसंयोगं स्वभावस्तु प्रवर्तते ||५-१४||","The embodied spirit, master of the city of his body, does not create activities, nor does he induce people to act, nor does he create the fruits of action. All this is enacted by the modes of material nature."
Gita,5.15,"नादत्ते कस्यचित्पापं न चैव सुकृतं विभुः |
अज्ञानेनावृतं ज्ञानं तेन मुह्यन्ति जन्तवः ||५-१५||","Nor does the Supreme Lord assume anyone’s sinful or pious activities. Embodied beings, however, are bewildered because of the ignorance which covers their real knowledge."
Gita,5.16,"ज्ञानेन तु तदज्ञानं येषां नाशितमात्मनः |
तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् ||५-१६||","When, however, one is enlightened with the knowledge by which nescience is destroyed, then his knowledge reveals everything, as the sun lights up everything in the daytime."
Gita,5.17,"तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणाः |
गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषाः ||५-१७||","When one’s intelligence, mind, faith and refuge are all fixed in the Supreme, then one becomes fully cleansed of misgivings through complete knowledge and thus proceeds straight on the path of liberation."
Gita,5.18,"विद्याविनयसम्पन्ने ब्राह्मणे गवि हस्तिनि |
शुनि चैव श्वपाके च पण्डिताः समदर्शिनः ||५-१८||","The humble sages, by virtue of true knowledge, see with equal vision a learned and gentle brāhmaṇa, a cow, an elephant, a dog and a dog-eater [outcaste]."
Gita,5.19,"इहैव तैर्जितः सर्गो येषां साम्ये स्थितं मनः |
निर्दोषं हि समं ब्रह्म तस्माद् ब्रह्मणि ते स्थिताः ||५-१९||","Those whose minds are established in sameness and equanimity have already conquered the conditions of birth and death. They are flawless like Brahman, and thus they are already situated in Brahman."
Gita,5.20,"न प्रहृष्येत्प्रियं प्राप्य नोद्विजेत्प्राप्य चाप्रियम् |
स्थिरबुद्धिरसम्मूढो ब्रह्मविद् ब्रह्मणि स्थितः ||५-२०||","A person who neither rejoices upon achieving something pleasant nor laments upon obtaining something unpleasant, who is self-intelligent, who is unbewildered, and who knows the science of God is already situated in transcendence."
Gita,5.21,"बाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम् |
स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते ||५-२१||","Such a liberated person is not attracted to material sense pleasure but is always in trance, enjoying the pleasure within. In this way the self-realized person enjoys unlimited happiness, for he concentrates on the Supreme."
Gita,5.22,"ये हि संस्पर्शजा भोगा दुःखयोनय एव ते |
आद्यन्तवन्तः कौन्तेय न तेषु रमते बुधः ||५-२२||","An intelligent person does not take part in the sources of misery, which are due to contact with the material senses. O son of Kuntī, such pleasures have a beginning and an end, and so the wise man does not delight in them."
Gita,5.23,"शक्नोतीहैव यः सोढुं प्राक्शरीरविमोक्षणात् |
कामक्रोधोद्भवं वेगं स युक्तः स सुखी नरः ||५-२३||","Before giving up this present body, if one is able to tolerate the urges of the material senses and check the force of desire and anger, he is well situated and is happy in this world."
Gita,5.24,"योऽन्तःसुखोऽन्तरारामस्तथान्तर्ज्योतिरेव यः |
स योगी ब्रह्मनिर्वाणं ब्रह्मभूतोऽधिगच्छति ||५-२४||","One whose happiness is within, who is active and rejoices within, and whose aim is inward is actually the perfect mystic. He is liberated in the Supreme, and ultimately he attains the Supreme."
Gita,5.25,"लभन्ते ब्रह्मनिर्वाणमृषयः क्षीणकल्मषाः |
छिन्नद्वैधा यतात्मानः सर्वभूतहिते रताः ||५-२५||","Those who are beyond the dualities that arise from doubts, whose minds are engaged within, who are always busy working for the welfare of all living beings and who are free from all sins achieve liberation in the Supreme."
Gita,5.26,"कामक्रोधवियुक्तानां यतीनां यतचेतसाम् |
अभितो ब्रह्मनिर्वाणं वर्तते विदितात्मनाम् ||५-२६||","Those who are free from anger and all material desires, who are self-realized, self-disciplined and constantly endeavoring for perfection, are assured of liberation in the Supreme in the very near future."
Gita,5.27,"स्पर्शान्कृत्वा बहिर्बाह्यांश्चक्षुश्चैवान्तरे भ्रुवोः |
प्राणापानौ समौ कृत्वा नासाभ्यन्तरचारिणौ ||५-२७||","Shutting out all external sense objects, keeping the eyes and vision concentrated between the two eyebrows, suspending the inward and outward breaths within the nostrils—thus controlling the mind, senses, and intelligence, the transcendentalist becomes free from desire, fear, and anger."
Gita,5.28,"यतेन्द्रियमनोबुद्धिर्मुनिर्मोक्षपरायणः |
विगतेच्छाभयक्रोधो यः सदा मुक्त एव सः ||५-२८||","One who is always in this state of consciousness, having become free from all material desires, fears, and anger, is certainly liberated."
Gita,5.29,"भोक्तारं यज्ञतपसां सर्वलोकमहेश्वरम् |
सुहृदं सर्वभूतानां ज्ञात्वा मां शान्तिमृच्छति ||५-२९||","A person in full consciousness of Me, knowing Me to be the ultimate beneficiary of all sacrifices and austerities, the Supreme Lord of all planets and demigods, and the benefactor and well-wisher of all living entities, attains peace from the pangs of material miseries."
Gita,6.1,"श्रीभगवानुवाच |
अनाश्रितः कर्मफलं कार्यं कर्म करोति यः |
स संन्यासी च योगी च न निरग्निर्न चाक्रियः ||६-१||","The Supreme Personality of Godhead said: One who is unattached to the fruits of his work and who works as he is obligated is in the renounced order of life, and he is the true mystic, not he who lights no fire and performs no duty."
Gita,6.2,"यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव |
न ह्यसंन्यस्तसङ्कल्पो योगी भवति कश्चन ||६-२||","What is called renunciation you should know to be the same as yoga, or linking oneself with the Supreme, O son of Pāṇḍu, for one can never become a yogī unless he renounces the desire for sense gratification."
Gita,6.3,"आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते |
योगारूढस्य तस्यैव शमः कारणमुच्यते ||६-३||","For one who is a neophyte in the eightfold yoga system, work is said to be the means; and for one who is already elevated in yoga, cessation of all material activities is said to be the means."
Gita,6.4,"यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते |
सर्वसङ्कल्पसंन्यासी योगारूढस्तदोच्यते ||६-४||","A person is said to be elevated in yoga when, having renounced all material desires, he neither acts for sense gratification nor engages in fruitive activities."
Gita,6.5,"उद्धरेदात्मनात्मानं नात्मानमवसादयेत् |
आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मनः ||६-५||","One must deliver himself with the help of his mind, and not degrade himself. The mind is the friend of the conditioned soul, and his enemy as well."
Gita,6.6,"बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जितः |
अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ||६-६||","For him who has conquered the mind, the mind is the best of friends; but for one who has failed to do so, his mind will remain the greatest enemy."
Gita,6.7,"जितात्मनः प्रशान्तस्य परमात्मा समाहितः |
शीतोष्णसुखदुःखेषु तथा मानापमानयोः ||६-७||","For one who has conquered the mind, the Supersoul is already reached, for he has attained tranquillity. To such a man happiness and distress, heat and cold, honor and dishonor are all the same."
Gita,6.8,"ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः |
युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चनः ||६-८||","A person is said to be established in self-realization and is called a yogī [or mystic] when he is fully satisfied by virtue of acquired knowledge and realization. Such a person is situated in transcendence and is self-controlled. He sees everything – whether it be pebbles, stones or gold – as the same."
Gita,6.9,"सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु |
साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ||६-९||","A person is considered still further advanced when he regards honest well-wishers, affectionate benefactors, the neutral, mediators, the envious, friends and enemies, the pious and the sinners all with an equal mind."
Gita,6.10,"योगी युञ्जीत सततमात्मानं रहसि स्थितः |
एकाकी यतचित्तात्मा निराशीरपरिग्रहः ||६-१०||","A transcendentalist should always engage his body, mind and self in relationship with the Supreme; he should live alone in a secluded place and should always carefully control his mind. He should be free from desires and feelings of possessiveness."
Gita,6.11,"शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मनः |
नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् ||६-११||","To practice yoga, one should go to a secluded place and should lay kuśa grass on the ground and then cover it with a deerskin and a soft cloth. The seat should neither be too high nor too low and should be situated in a sacred place."
Gita,6.12,"तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः |
उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये ||६-१२||","There, one should sit in a firm and comfortable position and practice yoga by controlling the mind and senses, purifying the heart, and fixing the mind on one point."
Gita,6.13,"समं कायशिरोग्रीवं धारयन्नचलं स्थिरः |
सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् ||६-१३||","One should hold one's body, neck, and head erect in a straight line and stare steadily at the tip of the nose. Thus, with an unagitated, subdued mind, devoid of fear, completely free from sex life, one should meditate upon Me within the heart and make Me the ultimate goal of life."
Gita,6.14,"प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थितः |
मनः संयम्य मच्चित्तो युक्त आसीत मत्परः ||६-१४||","Thus, with a peaceful, unagitated mind, keeping the mind fixed upon Me, the transcendental person, the yogi should meditate upon Me and make Me the ultimate goal of life."
Gita,6.15,"युञ्जन्नेवं सदात्मानं योगी नियतमानसः |
शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति ||६-१५||","Thus practicing constant control of the body, mind and activities, the mystic transcendentalist, his mind regulated, attains to the kingdom of God [or the abode of Kṛṣṇa] by cessation of material existence."
Gita,6.16,"नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नतः |
न चातिस्वप्नशीलस्य जाग्रतो नैव चार्जुन ||६-१६||","There is no possibility of one’s becoming a yogī, O Arjuna, if one eats too much or eats too little, sleeps too much or does not sleep enough."
Gita,6.17,"युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु |
युक्तस्वप्नावबोधस्य योगो भवति दुःखहा ||६-१७||","He who is regulated in his habits of eating, sleeping, recreation and work can mitigate all material pains by practicing the yoga system."
Gita,6.18,"यदा विनियतं चित्तमात्मन्येवावतिष्ठते |
निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा ||६-१८||","When the yogī, by practice of yoga, disciplines his mental activities and becomes situated in transcendence – devoid of all material desires – he is said to be well established in yoga."
Gita,6.19,"यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता |
योगिनो यतचित्तस्य युञ्जतो योगमात्मनः ||६-१९||","As a lamp in a windless place does not waver, so the transcendentalist, whose mind is controlled, remains always steady in his meditation on the transcendent Self."
Gita,6.20,"यत्रोपरमते चित्तं निरुद्धं योगसेवया |
यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति ||६-२०||","In the stage of perfection called trance, or samādhi, one's mind is completely restrained from material mental activities by practice of yoga. This perfection is characterized by one's ability to see the self by the pure mind and to relish and rejoice in the self."
Gita,6.21,"सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम् |
वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः ||६-२१||","In that joyous state, one is situated in boundless transcendental happiness, realized through transcendental senses. Established thus, one never departs from the truth, and upon gaining this he thinks there is no greater gain."
Gita,6.22,"यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः |
यस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते ||६-२२||","Upon gaining this, he thinks there is no greater gain. Being situated in such a position, one is never shaken, even in the midst of greatest difficulty."
Gita,6.23,"तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम् |
स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा ||६-२३||",This indeed is actual freedom from all miseries arising from material contact. This yoga is to be practiced with determination and an undismayed heart.
Gita,6.24,"सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषतः |
मनसैवेन्द्रियग्रामं विनियम्य समन्ततः ||६-२४||","One should engage oneself in the practice of yoga with determination and faith and not be deviated from the path. One should abandon, without exception, all material desires born of mental speculation and thus control all the senses on all sides by the mind."
Gita,6.25,"शनैः शनैरुपरमेद् बुद्ध्या धृतिगृहीतया |
आत्मसंस्थं मनः कृत्वा न किञ्चिदपि चिन्तयेत् ||६-२५||","Gradually, step by step, one should become situated in trance by means of intelligence sustained by full conviction, and thus the mind should be fixed on the Self alone and should think of nothing else."
Gita,6.26,"यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |
ततस्ततो नियम्यैतदात्मन्येव वशं नयेत् ||६-२६||","From wherever the mind wanders due to its flickering and unsteady nature, one must certainly withdraw it and bring it back under the control of the Self."
Gita,6.27,"प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |
उपैति शान्तरजसं ब्रह्मभूतमकल्मषम् ||६-२७||","The yogī whose mind is fixed on Me verily attains the highest perfection of transcendental happiness. He is beyond the mode of passion, he realizes his qualitative identity with the Supreme, and thus he is freed from all reactions to past deeds."
Gita,6.28,"युञ्जन्नेवं सदात्मानं योगी विगतकल्मषः |
सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते ||६-२८||","Thus the self-controlled yogī, constantly engaged in yoga practice, becomes free from all material contamination and achieves the highest stage of perfect happiness in transcendental loving service to the Lord."
Gita,6.29,"सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |
ईक्षते योगयुक्तात्मा सर्वत्र समदर्शनः ||६-२९||","A true yogī observes Me in all beings and also sees every being in Me. Indeed, the self-realized person sees Me, the same Supreme Lord, everywhere."
Gita,6.30,"यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |
तस्याहं न प्रणश्यामि स च मे न प्रणश्यति ||६-३०||","For one who sees Me everywhere and sees everything in Me, I am never lost, nor is he ever lost to Me."
Gita,6.31,"सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |
सर्वथा वर्तमानोऽपि स योगी मयि वर्तते ||६-३१||","Such a yogī, who engages in the worshipful service of the Supersoul, knowing that I and the Supersoul are one, remains always in Me in all circumstances."
Gita,6.32,"आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |
सुखं वा यदि वा दुःखं स योगी परमो मतः ||६-३२||","He is a perfect yogī who, by comparison to his own self, sees the true equality of all beings, in both their happiness and their distress, O Arjuna!"
Gita,6.33,"अर्जुन उवाच |
योऽयं योगस्त्वया प्रोक्तः साम्येन मधुसूदन |
एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् ||६-३३||","Arjuna said: O Madhusūdana, the system of yoga which You have summarized appears impractical and unendurable to me, for the mind is restless and unsteady."
Gita,6.34,"चञ्चलं हि मनः कृष्ण प्रमाथि बलवद् दृढम् |
तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् ||६-३४||","The mind is restless, turbulent, obstinate and very strong, O Kṛṣṇa, and to subdue it, I think, is more difficult than controlling the wind."
Gita,6.35,"श्रीभगवानुवाच |
असंशयं महाबाहो मनो दुर्निग्रहं चलम् |
अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते ||६-३५||","Lord Śrī Kṛṣṇa said: O mighty-armed son of Kuntī, it is undoubtedly very difficult to curb the restless mind, but it is possible by suitable practice and by detachment."
Gita,6.36,"असंयतात्मना योगो दुष्प्राप इति मे मतिः |
वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः ||६-३६||","For one whose mind is unbridled, self-realization is difficult work. But he whose mind is controlled and who strives by appropriate means is assured of success. That is My opinion."
Gita,6.37,"अर्जुन उवाच |
अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |
अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति ||६-३७||","Arjuna said: O Kṛṣṇa, what is the destination of the unsuccessful transcendentalist, who in the beginning takes to the process of self-realization with faith but who later desists due to worldly-mindedness and thus does not attain perfection in mysticism?"
Gita,6.38,"कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |
अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि ||६-३८||","O mighty-armed Kṛṣṇa, does not such a man, who is bewildered from the path of transcendence, fall away from both spiritual and material success and perish like a riven cloud, with no position in any sphere?"
Gita,6.39,"एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः |
त्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते ||६-३९||","This is my doubt, O Kṛṣṇa, and I ask You to dispel it completely. But for You, no one is to be found who can destroy this doubt."
Gita,6.40,"श्रीभगवानुवाच |
पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |
न हि कल्याणकृत्कश्चिद् दुर्गतिं तात गच्छति ||६-४०||","The Supreme Personality of Godhead said: Son of Pṛthā, a transcendentalist engaged in auspicious activities does not meet with destruction either in this world or in the spiritual world; one who does good, My friend, is never overcome by evil."
Gita,6.41,"प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वतीः समाः |
शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते ||६-४१||","The unsuccessful yogī, after many, many years of enjoyment on the planets of the pious living entities, is born into a family of righteous people, or into a family of rich aristocracy."
Gita,6.42,"अथवा योगिनामेव कुले भवति धीमताम् |
एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् ||६-४२||","Or [if unsuccessful after long practice of yoga] he takes his birth in a family of transcendentalists who are surely great in wisdom. Certainly, such a birth is rare in this world."
Gita,6.43,"तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |
यतते च ततो भूयः संसिद्धौ कुरुनन्दन ||६-४३||","On taking such a birth, he revives the divine consciousness of his previous life, and he again tries to make further progress in order to achieve complete success, O son of Kuru."
Gita,6.44,"पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि सः |
जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते ||६-४४||","By virtue of the divine consciousness of his previous life, he automatically becomes attracted to the yogic principles – even without seeking them. Such an inquisitive transcendentalist stands always above the ritualistic principles of the scriptures."
Gita,6.45,"प्रयत्नाद्यतमानस्तु योगी संशुद्धकिल्बिषः |
अनेकजन्मसंसिद्धस्ततो याति परां गतिम् ||६-४५||","And when the yogī engages himself with sincere endeavor in making further progress, being washed of all contaminations, then ultimately, achieving perfection after many, many births of practice, he attains the supreme goal."
Gita,6.46,"तपस्विभ्योऽधिको योगी ज्ञानिभ्योऽपि मतोऽधिकः |
कर्मिभ्यश्चाधिको योगी तस्माद्योगी भवार्जुन ||६-४६||","A yogī is greater than the ascetic, greater than the empiricist and greater than the fruitive worker. Therefore, O Arjuna, in all circumstances, be a yogī."
Gita,6.47,"योगिनामपि सर्वेषां मद्गतेनान्तरात्मना |
श्रद्धावान्भजते यो मां स मे युक्ततमो मतः ||६-४७||","And of all yogīs, the one with great faith who always abides in Me, thinks of Me within himself and renders transcendental loving service to Me – he is the most intimately united with Me in yoga and is the highest of all. That is My opinion."
Gita,7.1,"श्रीभगवानुवाच |
मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः |
असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु ||७-१||","The Supreme Personality of Godhead said: Now hear, O son of Pṛthā, how by practicing yoga in full consciousness of Me, with mind attached to Me, you can know Me in full, free from doubt."
Gita,7.2,"ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषतः |
यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते ||७-२||","I shall now declare unto you in full this knowledge, both phenomenal and numinous. This being known, nothing further shall remain for you to know."
Gita,7.3,"मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये |
यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वतः ||७-३||","Out of many thousands among men, one may endeavor for perfection, and of those who have achieved perfection, hardly one knows Me in truth."
Gita,7.4,"भूमिरापोऽनलो वायुः खं मनो बुद्धिरेव च |
अहंकार इतीयं मे भिन्ना प्रकृतिरष्टधा ||७-४||","Earth, water, fire, air, ether, mind, intelligence and false ego – all together these eight constitute My separated material energies."
Gita,7.5,"अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् |
जीवभूतां महाबाहो ययेदं धार्यते जगत् ||७-५||","Besides these, O mighty-armed Arjuna, there is another, superior energy of Mine, which comprises the living entities who are exploiting the resources of this material, inferior nature."
Gita,7.6,"एतद्योनीनि भूतानि सर्वाणीत्युपधारय |
अहं कृत्स्नस्य जगतः प्रभवः प्रलयस्तथा ||७-६||","All created beings have their source in these two natures. Of all that is material and all that is spiritual in this world, know for certain that I am both the origin and the dissolution."
Gita,7.7,"मत्तः परतरं नान्यत्किञ्चिदस्ति धनञ्जय |
मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव ||७-७||","O conqueror of wealth, there is no truth superior to Me. Everything rests upon Me, as pearls are strung on a thread."
Gita,7.8,"रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययोः |
प्रणवः सर्ववेदेषु शब्दः खे पौरुषं नृषु ||७-८||","O son of Kuntī, I am the taste of water, the light of the sun and the moon, the syllable oṁ in the Vedic mantras; I am the sound in ether and ability in man."
Gita,7.9,"पुण्यो गन्धः पृथिव्यां च तेजश्चास्मि विभावसौ |
जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु ||७-९||","I am the original fragrance of the earth, and I am the heat in fire. I am the life of all that lives, and I am the penances of all ascetics."
Gita,7.10,"बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् |
बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् ||७-१०||","O son of Pṛthā, know that I am the original seed of all existences, the intelligence of the intelligent, and the prowess of all powerful men."
Gita,7.11,"बलं बलवतां चाहं कामरागविवर्जितम् |
धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ ||७-११||","I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O lord of the Bhāratas [Arjuna]."
Gita,7.12,"ये चैव सात्त्विका भावा राजसास्तामसाश्च ये |
मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि ||७-१२||","Know that all states of being – be they of goodness, passion or ignorance – are manifested by My energy. I am, in one sense, everything, but I am independent. I am not under the modes of material nature, for they, on the contrary, are within Me."
Gita,7.13,"त्रिभिर्गुणमयैर्भावैरेभिः सर्वमिदं जगत् |
मोहितं नाभिजानाति मामेभ्यः परमव्ययम् ||७-१३||","Deluded by the three modes [goodness, passion and ignorance], the whole world does not know Me, who am above the modes and inexhaustible."
Gita,7.14,"दैवी ह्येषा गुणमयी मम माया दुरत्यया |
मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते ||७-१४||","This divine energy of Mine, consisting of the three modes of material nature, is difficult to overcome. But those who have surrendered unto Me can easily cross beyond it."
Gita,7.15,"न मां दुष्कृतिनो मूढाः प्रपद्यन्ते नराधमाः |
माययापहृतज्ञाना आसुरं भावमाश्रिताः ||७-१५||","Those miscreants who are grossly foolish, who are lowest among mankind, whose knowledge is stolen by illusion, and who partake of the atheistic nature of demons do not surrender unto Me."
Gita,7.16,"चतुर्विधा भजन्ते मां जनाः सुकृतिनोऽर्जुन |
आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ ||७-१६||","O best among the Bhāratas, four kinds of pious men begin to render devotional service unto Me – the distressed, the desirer of wealth, the inquisitive, and he who is searching for knowledge of the Absolute."
Gita,7.17,"तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते |
प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रियः ||७-१७||","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
Gita,7.18,"उदाराः सर्व एवैते ज्ञानी त्वात्मैव मे मतम् |
आस्थितः स हि युक्तात्मा मामेवानुत्तमां गतिम् ||७-१८||","All these devotees are undoubtedly magnanimous souls, but he who is situated in knowledge of Me I consider to be just like My own self. Being engaged in My transcendental service, he is sure to attain Me, the highest and most perfect goal."
